topic	link	header	article
business	/article/bahamas-ftx-crypto-party	FTX Has Wrecked the Crypto Party in Paradise	The Bahamas, best known for its sun, sand, and crystal waters, is also a paradise for crypto companies. Or at least it was, until crypto exchange FTX made the island of New Providence the setting for a historic crypto collapse in early November. Bahamas-headquartered FTX declared bankruptcy on November 11, and founder Sam Bankman-Fried retreated into hiding. The exchange’s collapse took with it hundreds of millions of dollars in customer funds. The feeling in crypto circles now, says Nicholas Rees, cofounder of Bahamas-based payments firm Kanoo Pays, is of “complete and utter shock.”As other senior FTX employees fled the country, they were replaced by a throng of reporters and crypto influencers heading in the opposite direction, hoping to locate the disgraced crypto wunderkind.Bankman-Fried was ultimately arrested at his $40 million penthouse by Bahamian police on December 12 under the instruction of US law enforcement. He has since been extradited to the US, and on January 3 pleaded not guilty to eight criminal charges, including wire fraud and conspiracy to commit securities and commodities fraud.While Bankman-Fried awaits his trial, penciled for October 2023, members of the Bahamas’ crypto scene are left to pick up the pieces, their reputations impacted by proximity.By virtue of its size and standing, says Rees, FTX’s tendrils extended into many corners of Nassau, the capital city—whether through charitable donations, corporate deals, or events that brought custom to the doors of local businesses. The crypto exchange also cohosted an invite-only conference in July last year, boasting a roster of speakers that included Bill Clinton, Tony Blair, and football player Tom Brady.The Kanoo Innovation Hub, a startup accelerator launched by Kanoo Pays, was mere days away from announcing a partnership with FTX when the scandal broke. Rees claims FTX intended to create a way for accelerator participants to tap into the $100 million pool of capital already set aside for local investments. (FTX did not respond to a request for confirmation of the agreement.)Although the survival of the Innovation Hub is not contingent on FTX funding, Rees says the collaboration promised to take the scheme “to another level,” providing a leg up to founders from the Caribbean.Worse, Rees explains, the collapse of FTX created an employment vacuum that deprived Bahamians of both their current jobs and potential career opportunities. “The saddest part for us, outside the millions of people that lost money,” he says, “is that some of our countrymen would have received the job of a lifetime, but it was pulled out from under them.”
business	/article/getir-europe-delivery-wars	As Gig Economy Companies Flee Europe, Getir Is Taking Over	Five years ago, investors wouldn’t return Nazim Salur’s calls. Now his company, Getir, is the biggest rapid grocery delivery company in Europe. After the Turkish startup acquired its German rival Gorillas last month, the company was valued at $8.8 billion.Getir first expanded into Europe via London in 2021, when a post-pandemic gold rush for instant groceries was in full swing. Investors were convinced that lockdown habits would stick and consumers would continue to demand grocery deliveries direct to their homes. Since 2020, investors have flooded the global sector with more than $5 billion in funding. Those billions funded the dramatic expansion of an industry promising a new era of ultimate convenience: groceries on your doorstep in 10 minutes. In Europe alone, companies launched between 2020 and 2021 included Gorillas, Weezy, Blok, Dija, Fancy, and Cajoo.In a delivery app reckoning, all of those companies have since disappeared or been absorbed by Europe’s three major players: Getir, Flink, and GoPuff. Since Getir swallowed Gorillas in December, the company’s yellow and purple mopeds can be found on roads across seven European countries. Its next largest competitor, Germany’s Flink, is active in three. The American competition, GoPuff, has recently downsized and now only operates in France and Britain. Getir has received funding from Abu Dhabi state investor Mubadala and investment firms Sequoia and Tiger Global to fuel its growth.   The company’s rise from London to Europe’s biggest instant grocery provider is down to Getir’s experience in its home market, says general manager in Europe, Turancan Salur. “We are the pioneers of the sector,” he says. Getir might be new in Europe, but it’s been operating in Turkey for eight years and claims to already be profitable in Istanbul. As a private company, Getir does not publish financial reports. “We have a lot of experience under our belt there and we’ve navigated our fair share of difficult situations and economic difficulties,” says Salur.  While Europe’s newcomers were wrestling with IT problems linked to logistics management, he says, Getir already had custom-made fixes ready to go. “We basically had a preview into the future, whereas our competitors didn’t.”Getir’s dominance is reflected in number of downloads. The company’s app has been downloaded on Android phones 28 million times worldwide, according to AppRadar data that does not count iPhone installs. That figure far eclipses downloads of GoPuff’s app, which has been installed 5.4 million times. And Getir is not only winning over consumers—couriers are also switching to the company. “From my personal experience, Getir is so much better than being fully dependent on Deliveroo or UberEats,” says Ian Morrison, a courier in London who has been working for Getir in London since June 2021. He gets paid £11.05 ($13) per hour, and receives holiday and sick pay. The company provides him with an electric moped to ride during his shifts and covers his insurance.
business	/article/labor-employment-skills	Workers Shuffling Jobs Want a Skills-First Labor Market	In the spring of 2021, the world started opening up again, and we saw an unprecedented amount of movement in the global labor market. It was a moment we called the Great Reshuffle, where employees were rethinking not only how and where they worked, but why—and switching jobs at historic rates. Today, we’re emerging from the Great Reshuffle, and we’re seeing the rate of LinkedIn members changing jobs globally flatline for the first time since March 2021. READ MOREThis story is from the WIRED World in 2023, our annual trends briefing. Read more stories from the series here—or download or order a copy of the magazine.Now, the word of the day among leaders and companies is uncertainty. We’ve moved from slower, more predictable ebbs and flows to ongoing, persistent disruption as the norm. This presents a massive challenge, but it can also be an opportunity. The leaders and organizations that are adaptive will win. You can wait out the storm only to get hit with the next one, or you can change before you have to and avoid playing catch-up every time a new set of circumstances arises.  Nowhere is the need for adaptive leadership more urgent than when it comes to creating an agile workforce. During the Great Reshuffle, employers were relatively nimble when it came to adopting remote and hybrid work, flipping what was once a niche offering and making it the norm for many sectors. Yet when it comes to the most fundamental asset a company has—its people—we’re still vastly under-innovating and relying on outdated ways to find, retain, and grow talent. The new way forward for building a more equitable and efficient talent marketplace is to shift to a skills-first approach. This is not a novel concept, but it’s one that has lived on the outskirts for far too long. For decades, hiring was primarily based on the degree you'd earned, the jobs you had, the people you knew. This resulted in less agility for employers and lost opportunities for qualified candidates. The world we now live in demands alternative, flexible, and always-accessible paths to well-paying jobs. I believe that change will come through a skills-based approach to opportunity.LinkedIn data suggests that both employees and employers are starting to use skills as a shared language in the job search. More than 40 percent of hirers are now explicitly using skills to screen and search for candidates on LinkedIn. This skills-based approach shouldn’t just stop there. Our recent Global Talent Trends report shows that organizations that excel at internal mobility are able to retain employees for 5.4 years on average, nearly twice as long as those that struggle with it, where the average retention span is less than three years. This new era of work brings new opportunities, but it requires an adaptive leadership approach. Leaders who understand that the old ways of hiring based on degrees and pedigree no longer make sense will be the ones to succeed. In 2023, this shift will start to play out on a much bigger scale and will move from the margins to the mainstream, as employers start to realize the untapped potential we unlock by transitioning toward a skills-first labor market. WIRED has teamed up with Jobbio to create WIRED Hired, a dedicated career marketplace for WIRED readers. Companies who want to advertise their jobs can visit WIRED Hired to post open roles, while anyone can search and apply for thousands of career opportunities. Jobbio is not involved with this story or any editorial content.
business	/article/crypto-ftx-collapse-genesis-gemini	No One Will Escape the FTX Fallout	Genesis Global Trading, one of crypto’s oldest and most storied institutions, is in dire straits. In November, in the wake of the implosion of the crypto exchange FTX, the company’s lending unit was forced to freeze customer withdrawals—never a good sign. Almost two months later, Genesis is reportedly on the brink of bankruptcy.Although Genesis has not said publicly that bankruptcy is imminent (Derar Islim, interim CEO, says he remains “focused on finding a solution”), the firm is reported to have laid off 30 percent of its workforce this week—the latest sign of its financial ill-health.Founded in 2013, Genesis has become central to the crypto industry’s day-to-day operations. In 2021 alone, the company issued $131 billion in loans and set up $116.5 billion in trades. To fund these loans, Genesis borrows from individuals and institutions that own large quantities of coins, also known as whales, who receive a cut of profits in return. While the crypto hype train barreled on unchecked, Genesis was on a hot streak—but its luck ran out in 2022. The lender has been in trouble since July, when hedge fund Three Arrows Capital collapsed, taking with it $1.2 billion of the $2.36 billion it had borrowed from the firm. Genesis again found itself on the wrong side of a collapse in the autumn; when FTX filed for bankruptcy on November 11, the firm lost $175 million stored with the exchange.Digital Currency Group (DCG), parent company of Genesis, swooped in with bailouts on both occasions. Despite the assistance, the “unprecedented market turmoil” created by the FTX situation forced Genesis to freeze withdrawals and begin to hunt for emergency funding. But just like FTX, a rescue package for Genesis has not materialized.The frothiness of the crypto market in 2021 spread fear of missing out among investors that attracted huge sums of money. But that FOMO is now long gone, replaced by a suspicion of both the promises and accounting practices of large crypto companies in light of the allegations of fraud at FTX.Venture capital investment in crypto is drying up, according to a recent paper released by market data house PitchBook. After a “breakout year” in 2021, in which $21 billion of capital flooded into the industry, appetite for crypto investment is collapsing rapidly. By Q3 2022, funding was down 34.3 percent year-on-year, and the volume of deals had fallen to a two-year low.
business	/article/meta-horizon-workrooms-glitchy-company-trials	Does Meta’s Horizon Workrooms Deliver? Customers Say Yes … and No	In one of his first few VR meetings inside Meta’s Horizon Workrooms in December 2021, Eric Schudiske, the 48-year-old CEO of the tech-focused agency s2s Public Relations, showed his age. Speaking to his five-person team from a virtual conference room with a digitally rendered deer head on the wall and a view of a foggy evergreen forest, he was the sartorially backdated Gen Xer whose legless avatar showed up wearing a necktie. He’s since adopted a looser alter ego, as I observe in a recent internal Workrooms team meeting he invited me to join. Swiveling his chair towards a Zoom-like projection of my face on a curved screen hovering in the room, Schudiske touts a client’s upcoming grant meeting with Bill Gates—a “monocle and smoking jacket” affair, he calls it sardonically. Around a half-moon-shaped table, several blank-faced avatars shake their shoulders in apparent laughter. “Just hanging out with Bill Gates,” another staffer pipes in mid-sentence. This interruption reads differently than one on a typical video call. With Workroom’s distance and directionally modeled spatial audio, you can interject without the risk of inadvertently hijacking someone’s soliloquy. It’s one of the immersive mixed-reality features that Mike LeBeau, product management director for Workrooms, claims has taken Meta’s VR business offering to a key inflection point. It is now being beta tested by users at organizations such as NASA, PwC, automation software company The Bot Platform, and surgical training platform Osso VR. At many firms, Workrooms is being used to translate the kind of real-world “social presence” remote workers have missed in Hollywood Squares-style videoconferences to virtual conference rooms. Strapped into Quest 2 headsets that retail for about $400, or the more optically rich and expensive Quest Pro headsets (which cost $1,500), teams can conduct meetings, give presentations, host design reviews, and hold drop-in coworking hours—all while seemingly inhabiting the same room.Meta’s vision of the metaverse is starting to provide a “very tangible experience, and more important, for a very tangible utilitarian need, which is better remote work,” LeBeau says. The Tech Is Clunky, but More Affordable Than Ever Between 2019 and 2022, Meta pumped $36 billion into Reality Labs, which includes its metaverse and VR businesses. The venture saw a $30.7 billion loss over the same period. Now reports have emerged of a 13 percent workforce reduction, plunging stock value, declining ad revenue, and perhaps most worryingly, shrinking monthly active users inside Meta’s Horizon Worlds, the company’s signature VR social offering, which fell from around 300,000 to 200,000 users over the course of the year. Some skeptics are wondering whether Zoomed-out knowledge workers of the world want headsets to have weekly check-ins, scan spreadsheets, and exchange virtual high-fives and peace signs with their animated colleagues.“You can convince people to go into VR to play Star Wars and Batman,” said Brian Penny, a media strategist at ZEITG3IST, a digital marketing agency based in New York. “But you sincerely think people will spend $400 on a headset so they can spend their lives in an even duller, drabber, and more boring office than they already go to?”It’s a rhetorical question, but LeBeau’s statements when we met in Workrooms for an interview several weeks ago suggest he objects to the premise. For one thing, people don’t spend their lives in VR—typically sessions last 15 minutes to an hour, rarely more than two, he says. The cost is on average less than many smartphones, having come down considerably since the first-generation Oculus Rift debuted in 2016 for $600. “They have a pretty good lip-sync feature that looks natural when you’re talking, but when you stop talking, you start to smile a little bit, which is weird.” And although LeBeau declines to share specific figures, he says it helps retention among remote teams who want to talk through problems together, seemingly face to face. Updates planned for 2023 will make Workrooms more attractive to hybrid teams, he says. These include an option to view 3D models and a mixed reality experience, known as the Magic Room, which will let on-site and remote workers collaborate in the same shared space. Integrations with Zoom, Microsoft Teams, and Windows are also on the way in 2023.Early testers have mixed views as to whether the offering is ready for prime time. Trevor Ainge, a media and content specialist at s2s, says the first-person perspective of Workrooms—the feeling of occupying the same space as one’s colleagues and having to physically turn your body to meet someone’s gaze—is a marked improvement over Zoom or WebEX. 
business	/article/meta-surveillance-capitalism	The Slow Death of Surveillance Capitalism Has Begun	Surveillance capitalism just got a kicking. In an ultimatum, the European Union has demanded that Meta reform its approach to personalized advertising—a seemingly unremarkable regulatory ruling that could have profound consequences for a company that has grown impressively rich by, as Mark Zuckerberg once put it, running ads.The ruling, which comes with a €390 million ($414 million) fine attached, is targeted specifically at Facebook and Instagram, but it’s a huge blow to Big Tech as a whole. It’s also a sign that GDPR, Europe’s landmark privacy law that was introduced in 2018, actually has teeth. More than 1,400 fines have been introduced since it took effect, but this time the bloc’s regulators have shown they are willing to take on the very business model that makes surveillance capitalism, a term coined by American scholar Shoshana Zuboff, tick. “It is the beginning of the end of the data free-for-all,” says Johnny Ryan, a privacy activist and senior fellow at the Irish Council for Civil Liberties. To appreciate why, you need to understand how Meta makes its billions. Right now, Meta users opt in to personalized advertising by agreeing to the company’s terms of service—a lengthy contract users must accept to use its products. In a ruling yesterday, Ireland’s data watchdog, which oversees Meta because the company’s EU headquarters are based in Dublin, said bundling personalized ads with terms of service in this way was a violation of GDPR. The ruling is a response to two complaints, both made on the day GDPR came into force in 2018. Meta says it intends to appeal, but the ruling shows change is inevitable, say privacy activists. “It really asks the whole advertising industry, how do they move forward? And how do they move forward in a way that stops these litigations that require them to change constantly?” says Estelle Masse, global data protection lead at digital rights group Access Now.EU regulators did not tell Meta how to reform its operations, but many believe the company has only one option—to introduce an Apple-style system that asks users explicitly if they want to be tracked. Apple’s 2021 privacy change was a huge blow for companies that rely on user data for advertising revenue—Meta especially. In February 2022, Meta told investors Apple’s move would decrease the company’s 2022 sales by around $10 billion. Research shows that when given the choice, a large chunk of Apple users (between 54 and 96 percent, according to different estimates) declined to be tracked. If Meta was forced to introduce a similar system, it would threaten one of the company’s main revenue streams. 
business	/article/fishing-online-trading	Digital Traders Want to Go Fish	The chaos begins at 5 am. The markets open, the traders arrive, and the auction floor heaves. Over the next six hours, gambles are taken, hands are shaken, and deals are made in a flurry of brinkmanship, shouting, and testosterone.But this isn’t a Wall Street trading floor, and the commodity isn’t financial assets. Instead, the stock is of a different variety: fish. This is how fishermen auction their catch to primary processors who slice, dice, and prepare seafood for wholesalers, the last-mile delivery companies that supply restaurants, fishmongers, and supermarkets. A patchwork of 140,000 businesses make up the European seafood market, which trades more than €140 billion (about $148.5 billion) worth of fish every year. Despite those high numbers, it’s an industry predominantly conducted offline and resilient to disruption; besides phone calls and emails, the grandest use of technology may be the occasional WhatsApp message to a close contact in a fish buyer’s network.Edinburgh-based Rooser is beginning to change that. Its B2B seafood-trading platform connects buyers and sellers—the primary processors who supply the fish to wholesalers who demand it—across 13 European countries. Following his frustrations opening a fish factory in Aberdeenshire, Joel Watt founded the business in 2019 alongside Nicolas Desormeaux, Erez Mathan, and Thomas Quiroga. “You have 35,000 different types of seafood products moving on nothing but human emotion, with no central price information,” explains Watt. “It’s professional gambling: Buying a pile of fish with the hope of quickly selling it—it easily goes wrong.”In the fishing frenzy that moves catches up the supply chain—from the ocean to the icy boxes at auction to the trucks transporting the goods around the country and eventually to the plate—a piece of fish may end up changing hands seven times. The clock ticks down throughout the process: Traders are handling a depreciating asset. “You have a maximum of three days to move the fish on, or you’re dead,” says Desormeaux, a veteran commercial fish buyer based in the French port city of Saint-Malo, Brittany. “Once the truck leaves at midday, you have to wait for the next day. The longer you take, the greater your price-per-kilo losses become.”Mistakes are inevitably made in the daily rush. Watt and Desormeaux aim for Rooser to take the guesswork out of seafood trading. “I remember one Saturday night sitting on a harbor wall looking through my contacts trying to sell 10 tonnes of mackerel I’d accidentally bought,” says Watt. “Without a communication channel connecting everyone in the chain, you might overpay for a species from the Scottish market, only for its price to plummet once the Danish catch comes in, and you suddenly can’t sell.” Further complexity has been added to the supply chain by Brexit. “It’s introduced layers and layers of paperwork, creating more friction in moving fish between the EU and UK,” Watt says. A centralized marketplace doesn’t just benefit seafood traders. Watt says for every two pieces of fish consumed, another never makes it to the plate. By laying out all the information in real time, panic buying is reduced, sales are made faster, and less fish goes to waste. “It passes the shelf life on to the end consumer,” says Watt. “We’re the scoreboard in the middle of the process, allowing whoever wants to buy the fish to do so at the right price. Rather than have your team be on the phones all day trying to sell, you can now load all the information into a single point, going from one-to-one sales to one-to-many.”Having secured £17.5 million in an April funding round, Rooser next plans to scale globally and connect all the players in the worldwide seafood supply chain, even down to the individual boats and fisheries. The data harvested could be used to not only accurately track the carbon footprint of a piece of fish and improve its traceability for consumers—Rooser could eventually become the Google Maps for the fishing industry. “Every time a fishing net is taken out of the water, we’d be able to track where it’s been and map the ocean where the best fish are at different times of year,” says Watt. “We could then provide that data to governments to better manage fish stocks in a data-driven way.”Seafood is a traditional business. Generations of hardy seafarers form its backbone, supplemented by seasoned traders and straight-talking businesspeople, all looking to maximize profits and sniff out others’ weaknesses. Roosers’ founders, however, grew up in the industry: They’re eager to stress that they aren’t trying to be disruptors, but innovators. “If you tell someone in this world what their grandpa did was shit, you’re history,” says Desormeaux. “If you say you have new methodologies, technologies, and systems to better facilitate their daily business, and all the knowledge still falls on them, then it works.”Yet for an industry built on toil, battle-hardened reputation, and long-term connections, the seafood trade has been relatively quick to adopt Rooser. “An older contact of mine said he would never use technology: ‘If you want to sell fish to me you have to call me every day,’” says Desormeaux. “Now, he buys on our platform and tells me to stop trying him over the phone—he’s too busy using our system.” This article was originally published in the November/December 2022 issue of WIRED UK magazine.
business	/article/encryption-faces-an-existential-threat-in-europe	Encryption Faces an Existential Threat in Europe	Andy Yen is positioning himself to be Europe’s answer to Google cofounder Larry Page. Like Google, Yen’s company Proton offers services including email, calendar, drive storage, and VPN, just with a privacy twist. All its products are encrypted. But unlike Google, nine-year-old Proton has had to try and grow its business in the shadow of the tech giants. That has been a huge disadvantage, says Yen, because companies like Google and Apple can exploit their dominance to nudge users to use their apps as well as their phones. If a person buys a Google Android or Apple iPhone, they are offered a default email service, search engine, and calendar app. “The defaults just so happen to be the services that [these companies] themselves provide,” complained Yen in 2021. He was well aware that people favor convenience. “What we know from studies is that 95 percent of people will not change the defaults.”But 2022 was the year the European Union finally took action. In March, the bloc’s lawmakers agreed on new rules designed to release the grip Big Tech has on European consumers and to help homegrown internet companies compete with American giants for customers. The Digital Markets Act will obligate companies that run phone operating systems to offer “choice screens” so users have more control over which services they use. Technically, the DMA went into force in November, although it may not take full effect until March 2024. Proton is headquartered in Geneva, Switzerland, which is not an EU member. But Yen thinks this law will help European companies, like Proton, finally have a voice in Brussels.Europe’s momentum in rewriting the rules of the internet, however, is not all good for Proton, which has grown to 70 million accounts. The company is warily watching a wave of proposals in the UK and the EU that privacy advocates warn will threaten encryption, such as the UK’s Online Safety Bill and the EU’s proposals to combat child sexual abuse material. Yen spoke in October at WIRED’s business conference, WIRED Smarter. At the event, we talked about how he is thinking about the breakthroughs and concerns that are emerging out of Europe’s increasing focus on technology legislation. This interview has been edited for clarity and length.  
business	/article/happiness-startups-economy-labor	Happiness Should Be the Most Important KPI for Tech Employers	During economic downturns, businesses resort to muscle memory and do what they’ve done before. That often means budget cuts—and the deepest cuts commonly target technology investment and people.This time, however, things already feel very different. Businesses increasingly see their tech talent as a hard-won strategic investment, which they are reluctant to lose.READ MOREThis story is from the WIRED World in 2023, our annual trends briefing. Read more stories from the series here—or download or order a copy of the magazine.New McKinsey & Company research discovered that 55 percent of 1,100 companies surveyed globally have found it challenging to hire key data and tech roles, such as data and software engineers, data architects, machine learning engineers, and data scientists. And a majority said it’s only getting harder, despite offering even more attractive compensation packages and flexible work models.So, the real question for CEOs shouldn't be how to cut tech costs, but how to retain and excite their best tech talent. Or, put simply: How do you make them happy?Speaking to McKinsey, the tech investor Marc Andreessen said businesses should “find the smartest technologist in the company and make them CEO.” That doesn’t mean CEOs that can’t code are out of a job—most business leaders have never been a data scientist or software engineer—but they need to learn to be real advocates and enablers of this finite group of the best technologists. Beyond the coffee and foosball tables of the early 2000s, happy tech talent will gravitate to cultures where CEOs give them an active role in the business, treating them as innovators, not order-takers. The days of IT departments focusing primarily on gathering requirements and managing vendors are over. Instead, they are shifting from an output-focused culture to one where outcomes are the language of success. In an outcome-focused culture, businesses empower their tech talent to solve real problems with measurable, high-impact outcomes, rather than dictate what they should build top-down. Digital products drive a business forward and deliver sustainable and inclusive growth; projects have fixed budgets and timelines and are quickly disposed of when the going gets tough. You can’t build a successful product in a project management environment; tech talent burdened with that bureaucracy who feel they don’t have a seat at the business table will soon head toward the exit.If tech-talent happiness starts and ends with having a product culture, what if, in 2023, more CEOs were to think of themselves as chief product managers leading an outcome culture, in the same way that product managers think of themselves as “mini-CEOs”? This would create a working model that empowers small, cross-functional teams of brilliant (and happy!) engineers and designers with a clear mission to work on knotty problems with measurable outcomes that matter to—but are not suffocated by—the business or its processes. In other words: Let them focus on their craft. Retaining and making your tech talent successful has never mattered more. And a product culture is not just for tech companies; it’s also how more traditional companies start behaving like tech companies to compete. Almost all the big problems facing businesses today—whether it’s supply chain dislocation, stimulating customer demand, geopolitical tensions, or payment collection—will have technology-led answers. And when tech talent is configured correctly, the best solutions often come from the bottom up, not the top down. It will often be an engineer—with knowledge of the latest technologies and what’s actually feasible—who finds the way forward.That culture is critical if businesses want to not just retain talent, but move fast, create value, and be resilient in the face of the cacophony of headwinds.Tech talent expects clear targets and rapid feedback loops to know whether they are hitting the mark. In return, the best businesses in 2023 will make tech talent “happiness” a primary measure of success. 
business	/article/remote-work-office-labor	The Work-From-Anywhere War Is Beginning	Who calls the shots on how many days you end up working in the office? It has gradually dawned on bosses that it isn’t them. The real power holders? The elusive “top talent” that every firm is trying to attract. READ MOREThis story is from the WIRED World in 2023, our annual trends briefing. Read more stories from the series here—or download or order a copy of the magazine.Raj Choudhury, an economist from Harvard Business School, argues that throughout history it’s been the most sought-after job candidates who end up shaping what our jobs look like. For instance, in the early ’90s, using email on our phones was a luxury exclusive to CEOs. Soon, however, top talent in companies started demanding it and, as a result, we now can’t escape email. Today, Choudhury’s spidey-sense is tingling over the demand for extreme flexibility: Top talent doesn’t just want hybrid work, they want to work from wherever they want. “There are two kinds of companies,” Choudhury explains. “One is going to embrace work-from-anywhere, and the second is in denial—I feel those companies will lose their workforce.” He argues that the “companies that are trying to drag back time will lose some of their best talent, and that dynamic will force these companies to catch up.”This might come as a revelation to workers who are currently experiencing a top-down model of 3/2 in their workplaces. This “three days in, two days out” model was certainly expected to become a norm when we first imagined, during the pandemic, what life would be like after Covid. But since emerging from our bedrooms and kitchen tables we’ve recognized that we’re not at the end of this story—we’re still at the beginning of it. Data by Stanford economist Nick Bloom backs this up: In June 2020, most companies expected employees to be working from home around one and a half days a week, but the subsequent two years have seen the expectation of homeworking go up each successive month—most firms now expect workers to be at home for almost half of the week.Nimble startup firms have a strong advantage due to this cultural shift. Indeed, in 2023, we will see startups migrate to remote-first. On the other hand, more established firms will be presented with the decision of whether to hang on to expensive real estate and slow-to-evolve managers, or to just dash to chase the new trend.This will not be an easy transition. For instance, according to a report by workplace research firm Leesman, office-based working has been most popular with one group alone—senior leaders who had their own offices (or private meeting spaces). As a result, in 2023, veteran corporate managers will likely use the economic downturn to do a final attempt of dragging workers back to the office. It’s implausible to imagine that these more traditional managers might be rubbing their hands at the prospect of a short economic slowdown ahead, but using a softer job market as leverage to bring employees back to the office could prove a popular strategy. It might be too late; top talent has already made its mind up. There could be conflict ahead as it resolves itself.
business	/article/amazon-mince-pies	Amazon Has Conquered Christmas—but Its Reign May Be Ending	The problem with Amazon’s own-brand mince pies is that they’re delicious. For years, the ecommerce giant has stuck its fingers into every pie going—Amazon wind farms and an Amazon airline are no longer something to Amazon Blink at. Yet now Jeff Bezos has stuck his finger in the pie pie: For £2.04 ($2.50), British Amazon customers can get six deep-filled “by Amazon” mince pies delivered to their door. (For those unfamiliar, a mince pie is an individual spiced fruit Christmas treat with absolutely no meat in it, no matter what that one American food blog said in 2019.)And yes, the trouble is that Amazon’s taste great; they’re packed with orange peel, French brandy, port, and apple mincemeat (thankfully not Apple mincemeat, though it’s only a matter of time). The pastry is crumbly and sweet. The filling—rich and generous—shares at least one thing in common with Amazon’s founder. And so with every bite it becomes harder to resist the gradual monopolization of the entire planet by a man who throws his head back when he laughs. Photograph: AmazonIn 2019, US senator Elizabeth Warren vowed to break up “big tech companies” that have “too much power over our economy, our society, our democracy, and our little Christmas treats.” (She might not have said that last one.) Concerns were growing about Amazon rigging search results to favor its own brands over competitors’ products—a practice the company denied. Still, Amazon seemingly scaled back promotions of its private-label products as a result. Things looked good for third-party sellers when, also in 2019, research by ecommerce analysts Marketplace Pulse found that “Amazon-owned private-label brands are not nearly as successful as many paint them to be.” The report found that only 1.7 percent of the top 500,000 search terms on Amazon result in a customer clicking on an AmazonBasics-branded product.Except … two years later, in 2021, Amazon came out with its own mince pies. Does it matter that I don’t know who makes them—that their pretty purple box is ominously signed by an anonymous figure known only as “The Baker”? Alas, no, because they taste better than the pies offered by at least two major British supermarkets. With their humble silver-foiled bottoms and sugar-coated tops, they could be the most disruptive tech product of the past decade. In such an environment, how can Mom’s home baking compete? Customers seem to agree. Amazon’s mince pies have a 4.4 rating out of 5 after 117 ratings; reviews indicate that someone named John and someone named Sandra continued to buy them well into January. So is this it, the final nail in the coffin, the last time we try to resist our new insect overlords? Perhaps not. While Amazon may have mastered the mince and conquered Christmas, it might be too late. According to The Wall Street Journal, Amazon began cutting back on its private-label products this summer after poor sales. While it’s unclear whether Amazon’s food brands will also get the chop, the company still only controls 2.4 percent of the US grocery market, even after purchasing Whole Foods for $13.7 billion in 2017. Amazon Pieme may not be enough to turn things around. If you told most Brits that Amazon had nestled into the beloved Christmas treats market and started making its own mince pies, they’d be bewildered. In August, Amazon halted its rollout of brick-and-mortar Amazon Fresh stores across the UK after sales were poorer than expected in its existing 19 shops. Caveat: That might have something to do with the fact that I managed to grab my mince pies and walk out of the store without checking out (thanks to sensors, this is how the high-tech store operates) and without paying (this is not how the high-tech store operates; my card payment failed, but I wasn’t notified until later).As lip-smacking, waist-pinching grandmas have long told us, there’s no such thing as a truly guilt-free mince pie. Buy Amazon’s and you might just bolster the company least in need of bolstering in the entire world. But also—truthfully, regrettably, Ghost-of-Christmas-Future-is-shaking-his-head-at-you-lly—you’re going to have a delicious time.
